index,type,line
6948,false,oursoursoursoursours
6949,true,NEBULA is surprised by the incarnation BLANK decision
6950,true,a great number of constellations are impressed by the participation of BLANK
6951,false,dont tell me something so ridiculous
6952,true,the connection with the current target is good
6953,false,i told you that itd be not possible with you alone didnt i
6954,true,the bodys control has been rescinded
6955,true,the story BLANK is doubting your qualifications
6956,false,hoh im from there its a pleasure where on earth it it on the continent side
6957,false,i know very well that possessing it wont turn me into a god however at the bare minimum id become one of the cowards belonging to the BLANK
6958,true,three hours remaining in the selfregulated activity period
6959,true,the BLANK has concluded
6960,true,the factorys manufacturing system is searching for the BLANK
6961,true,small constellation from the small planet is pulling out its surekill weapon BLANK
6962,false,which guys
6963,false, how to change
6964,true,the items stats are partially adjusted
6965,true,the constellation BLANK is looking at his fellow people
6966,true,many constellations are bored with the progress of the scenario
6967,true,several demon kings are amazed by your strength
6968,true,0th turns BLANK is watching you
6969,true,the constellation BLANK has become the successor of the underworld
6970,false,since when did hongik become so cheap
6971,false,is this the sign of senility im busy so stop talking to me
6972,true,many constellations are choking on sweet potatoes are your frustrating answer
6973,false,what does it mean that good or evil hasnt been determined yet
6974,true,the constellation BLANK is looking at the constellations
6975,true,a portion of judges are satisfied by the reflection of the original work
6976,true,scenario master is tilting her head after hearing your words
6977,true,nebula NEBULA has revealed their animosity towards nebula NEBULA
6978,true,the character BLANK has activated the stigma BLANK
6979,false,uhhum im not this hayoungorrather but someone simply passing b damn it hey disciple sun get over here and fetch this elixir already
6980,true,constellation BLANK is now looking at his world
6981,true,the constellation BLANK is excited about the intensified conflict
6982,false,well it isnt a big deal then based on the situation the demon king of salvation is still asleep
6983,true,judge BLANK finds the current storys plot quite interesting
6984,true,the constellation BLANK is satisfied with your achievement
6985,true,majority of the absolute goodtype constellations are opposing the activation of the skill
6986,true,you have defeated the atrocious war god
6987,true,scenarios chaos points have increased too much and the main scenario has been updated
6988,true,your total stats have grown abnormally
6989,false,now that i think about it something felt a bit off when i was picking you up the BLANK that didnt possess any ego were busy protecting you you know
6990,true,there are five minutes remaining
6991,false,supreme king yoo joonghyuk will you really not select any constellation backer i advise you to think about this one more time
6992,true,constellation BLANK declares that if the BLANK loses today they will no longer be considered rivals
6993,true,constellation BLANK says he cant reveal his true name
6994,true,a brand new story is sprouting within you
6995,true,0th turns BLANK is looking at his old companioninarms
6996,true,someone is using their vitality to protect you
6997,true,BLANK from 0th turn is looking at you
6998,true,the constellation BLANK has pale lips
6999,true,the absolute majority of constellations are curious about the name of your final story
7000,false,dont be so vigilant there are no other constellations
7001,false,we w ant to bec ome sto ries
7002,false,y ou th ink we wi ll fall for it the se cond ti me
7003,false,i always felt wronged because my nickname also happens to be BLANK today i shall resolve my deepseated grudge
7004,false,hhow is this wasnt it only the power of transcendence
7005,true,the incarnation BLANK is using fair duel lv 0
7006,false,cool zhu bajie and sha wujing adorable tang sanzang and the soft sun wukong
7007,false,oedipus really
7008,false,kim dokja
7009,true,the constellation BLANK is proposing a toast
7010,false,there is a saying about how short life is but BLANK would go on forever
7011,false,do you want a drink drink some of my wine
7012,true,the fourth wall is baring its teeth towards the secretive plotter
7013,false,this one is simply avenging the death of his incarnation that is all
7014,true,the constellation BLANK is nodding and looking at you
7015,false,hahahaha surya you mustve lost your eyes from all the light pouring out i told you before if you want to enjoy the stories for a long time take good care of your eyesight
7016,true,incarnation BLANK has joined the nebula BLANK
7017,false,you probably never heard about it that story doesnt even remain as a story anymore maybe someone like the BLANK who had gone insane from the repeated history might be able to barely recall it
7018,true,your current status is historicalgrade
7019,true,the activation of judgment time is cancelled
7020,true,there is one minute left for the duration of the ancient magic power barrier
7021,false,twotwotwotwotwotwo
7022,true,a large number of constellations are questioning the identity of gigantomachia
7023,true,a new story has been added to the existing gigantomachia
7024,false,however even a great dokkaebi can only do it up to there it is impossible for a great dokkaebi to endure the storm that will be created from intervening in a scenario of this magnitude
7025,false,thank you for attending while youre so busy thank you for the owner of oro castle immeasurable austerity for lending us this place
7026,true,your actions in preventing the death of your colleague have been caught in a probability plausibility screening
7027,true,the story that olympus will present to you is carnival of lightning
7028,true,the bi0 channel has been created in the BLANK area
7029,true,you have used a strength that doesnt meet the probability
7030,false,escapeescapeescapeescapeescape
7031,false,didnt you see athena disappearing into the horizon if you get hit like that you will die
7032,false,disagree 0 votes
7033,true,the first death has occurred
7034,false,let us get going small transcendent
7035,true,constellation BLANK is being vigilant of constellation BLANK
7036,false,get out my sight
7037,true,the constellation BLANK is making a request
7038,true,the demon king BLANK is burning with the motivation to participate in the scenario
7039,false,uwaaaahk
7040,false,get lost monster of this world
7041,true,you have used up 0 of your memories to generate an avatar
7042,true,candidate 0 has gained 0 points
7043,true,constellation BLANK cackles and says thats enough
7044,false,the 0 gods arent the problem once the war begins the ancient heroes who led gigantomachia to victory will reappear the moment they encounter the giants stage transformation will begin and the tragedy of history will be repeated
7045,false,have i ever asked any one of you to do something for me
7046,true,the agreement with the wenny king is activating
7047,true,you have agreed to the activation of the stigma
7048,true,the constellation BLANK is giving you a sly smile
7049,true,many nebulas are envious of your collective achievements
7050,true,the story BLANK is following the flames of the torch
7051,false,hahaha where are you hiding selfproclaimed revolutionary
7052,true,judgment time is activated
7053,true,the scenario area is getting closer
7054,true,you have come here to save incarnation yoo sangah
7055,false,daughter hmm my apologies but that will be too difficult i definitely need this incarnation body however allow me to gift you with a nice present instead
7056,false,our young successor has finally arrived it seems
7057,true,beast kings sensitivity
7058,true,loudspeaker area only x 0 have been acquired
7059,false,as the story chambers ranking rises higher the grades of star relics found within the applicable chamber will also rise up
7060,true,constellation BLANK is shrinking back from pain
7061,false,haaaaaap
7062,true,judge BLANK likes this particular backstory
7063,false,um haha there is that theory
7064,true,you have killed the 0th incarnation body of BLANK
7065,false,this was this childs choice
7066,true,the constellation BLANK is satisfied with your judgment
7067,true,the constellation BLANK is crying out with surprise
7068,false,did you know your soul is currently trapped in the underworld in this worldline
7069,false,this is impossible
7070,true,0th regional conflict has been concluded
7071,true,the constellation BLANK is accusing the BLANK
7072,false,there is no desire to repeat the old battle do you agree
7073,true,the 0nd grade monster species the BLANK has refused its masters command
7074,true,giant story BLANK is thrashing violently
7075,true,its impossible to set sail to the applicable worldline
7076,false,thats it now everybody pincer attack him
7077,false,tear his wings off surround him from all sides
7078,true,the end of the ruling has been extended by 0 minutes
7079,true,the outer gods are trying to figure out what happened in his scenario
7080,true,the BLANK has triggered BLANK
7081,true,giant story BLANK is revealing itself
7082,false,kuaaack
7083,true,the second revision update has been completed
7084,true,you have consumed a forbidden BLANK
7085,true,the constellation BLANK is sweating and has lost hair
7086,true,the constellation BLANK is sorry for the incarnation BLANK
7087,true,0 messages have been sent
7088,true,awakening condition for the constellation BLANK has been satisfied
7089,true,BLANK is glaring at the BLANK
7090,false,is there any other streamer who can do this beside them
7091,true,the exclusive skill BLANK is silent
7092,false,true the absentminded indra might come across as a neighbourhood dummy sometimes but still hes not someone you can defeat by relying on luck
7093,true,the constellation BLANK hates
7094,true,BLANK has been initiated
7095,true,due to the storm of probabilitys aftermath the stigma will temporarily shut down
7096,true,nebula NEBULA is being swallowed up in the storm of probabilitys aftermath
7097,false,thats right you understand
7098,true,a portion of great dokkaebis are frowning at your actions
7099,true,constellation BLANK is starting his story
7100,false,will you travel to the giant story scenario location
7101,true,every constellation in the NEBULA has detected the existence of the calamity
7102,true,the exclusive skill BLANK is amplified
7103,false,if you dont want to come out then well well just kill the rest
7104,true,giant story BLANK is roaring out
7105,false,baal
7106,false,kuwaaaaak
7107,false,ive been sneaking downstairs with it
7108,true,you have reached the maximum number of rounds you can read
7109,true,the operation of the giant story
7110,true,constellations of the absolute evil system hate the incarnation BLANK
7111,true,correct
7112,false,hmm where do you wish to send them
7113,true,incarnation kim dokja you have completed the task in a very interesting way
7114,true,all constellations withdraw your hostilities and return to your positions
7115,true,many constellations want you to choose quickly
7116,false,this worked out well i am bored because the scenario is over do you want to make a bet who will win between the two bugs
7117,true,the status of the sponsor has risen and the destructive power of the ghost fleet is rising rapidly
7118,false,what where is this
7119,true,your modifier is the BLANK
7120,true,main scenario 0  BLANK has been cleared
7121,false,thats right you are huhu i see
7122,true,your incarnation body is being swept up in the storm of aftermaths
7123,false,oh dear child the door to the final scenario draws near
7124,false, however there is a condition
7125,false,vedas olympus did you not all agree to participate together
7126,false,what is this
7127,true,the constellation BLANK is wiping his head like it is difficult
7128,true,the constellation BLANK has a traffic expression as he wrapped the towel he wiped his forehead with around his head
7129,true,giant story BLANK is repeating its storytelling as if its displeased
7130,true,the scenario challengers have been confirmed
7131,false, yo u
7132,true,0 seconds remaining until the application of the BLANK rules
7133,false,abaat abaat
7134,false,why are you coming out for a dokkaebi who isnt a member of the bureau
7135,false,my bad but we cant give him to you
7136,true,constellation BLANK is ridiculing you
7137,true,story succession
7138,true,the character BLANK has used hundred steps godly fists lv 0
7139,true,the constellation BLANK wants to take you away from the lower constellations
7140,true,the sub scenario  bracelet expedition has begun
7141,true,the constellation BLANK is making a sullen expression
7142,true,a small number of constellations are watching your choice
7143,true,exit will now open
7144,true,the story BLANK has started
7145,true,many audience members are looking at you with great anticipation
7146,true,the 0st person supporting role viewpoint has been released
7147,true,story BLANK is pestering you for praise
7148,true,character BLANK asks you if you were also a prince
7149,false,nuwa
7150,false,kill him
7151,false,you see my parents they can get really terrifying when they are angry
7152,true,all beings reincarnating on this island will become a part of the island
7153,true,the constellation BLANK is howling while spitting up blood
7154,false,he who opposes the enemy
7155,true,constellations from nebula NEBULA are astonished by the revival of the BLANK
7156,true,NEBULAs final scenario will be
7157,false,please kill the BLANK kim dokja
7158,true,the constellation BLANK admires it
7159,false, i am secretive plotter that is enough
7160,false,i am nirvana moebius
7161,true,the constellation BLANK says there is a condition
7162,true,your mental power has reached its limit
7163,false,a re volu tion ary
7164,false,at this point i want to ask something why are you doing this
7165,true,the fourth wall has finished eating
7166,true,character BLANK has activated BLANK
7167,true,constellation BLANK has summoned the rain of thunderbolts
7168,false,demon king of salvation i was told that one of your colleagues has a special illness surya spoke without looking back if you want i can help
7169,true,BLANK has begun
7170,true,large nebulas are paying close attention to the battle between these two beings
7171,true,you have received the giants oath
7172,false,eighth head of the sovereign of eight heads
7173,true,an emergency promotion scenario is activated
7174,false,yoo joonghyuk 0st record of the 0rd round
7175,true,a brand new story is sprouting in you
7176,true,foundation of BLANK is being rocked
7177,false,have you heard of goryeos first sword i heard that it was revitalized recently
7178,true,the character BLANK has reached the moment of attribute evolution
7179,true,your status is disagreeing with your incarnation body and will be temporarily adjusted
7180,true,the demon king BLANK is inviting you to his demon realm
7181,true,many constellations are greatly shocked by your choice
7182,false,just what is that
7183,false,athena you know it as well
7184,false,i am kyrgios rodgraim the teacher of this lazy pupil
7185,true,a portion of the audience members are complaining about the unfairness to the constellations of NEBULA
7186,true,the exclusive skill BLANK has relieved some of the pain
7187,false,as expected how about this then
7188,false,haha ha a cruel person ahjussi in a way you are more cruel that the captain
7189,false,dont want go
7190,false,i hope that you all havent forgotten that time when we almost got slaughtered while attempting it as a party
7191,true,the constellation BLANK says it isnt an BLANK
7192,true,giant story BLANK is annoyed by your interest
7193,true,from here onwards BLANK will no longer be the scenarios bystanders
7194,false,why is uriel attacking him you know something right
7195,false,what the hell grasshopper man whats going on here whats happening
7196,true,BLANK is unleashing its power
7197,false,well lets get going then
7198,true,the constellation BLANK wishes you good luck
7199,true,constellations of the gourmet association are showing favourability towards incarnation BLANK
7200,false, it isnt salvation it is a curse
7201,true,your actions have had a profound impact on the direction of
7202,false,surya why are you here
7203,true,NEBULA is paying attention to the BLANK
7204,false,its not just any other archangel but the BLANK too are you being serious about this
7205,false,olympus eden vedas i dont know why you came to such a small village but it would be nice if you didnt leave your servants here
7206,false,ive watched your stories for a very long time dear bodhisattvas
7207,true,the constellation BLANK doesnt agree with the invocation of the bounty scenario
7208,true,you have become the 0st demon king
7209,true,the story fragment in heracles spear is responding to you
7210,true,the constellation BLANK pulls his hair as if he is pleased
7211,false,you dumb bastard
7212,true,you failed to uphold the BLANK
7213,true,your legendary stories has formed an opening act
7214,true,you have a share in the giant story BLANK
7215,true,personal trials are treated as hidden scenarios and can be replaced the main scenario if it overlaps with certain main scenarios
7216,true,you have converted the points won in the last game
7217,true,the portal requires a password
7218,false,not the re volu tio nary
7219,true,you have accomplished an achievement that never existed before
7220,true,your  is BLANK
7221,false,that is because this NEBULA has labelled all of you BLANK because this world has described you all as BLANK that destroys the order as calamities that could never be understood that is why
7222,false,your story is quite tempting im going to eat you
7223,false,let us go we must save that child
7224,false,wh at are yo u
7225,false,you might be proficient in mythology but i am different from ares
7226,true,giant story BLANK is spreading its roots
7227,false,poseidon why are you fighting with kids
7228,true,you have reached the highest turn you can read
7229,true,the constellation BLANK has accepted your condition
7230,true,someone in the NEBULA is suspecting your real identity
7231,true,the contents have been filtered to ensure the correct language usage in tartarus
7232,false,tell this to the 0 gods
7233,true,constellation BLANK is donating 0 coins
7234,true,the constellation BLANK is frowning
7235,false,what responsibility do you mean
7236,true,nebula NEBULA is waiting for you
7237,false,ki ll him get r id of h im
7238,false,who is that person
7239,false,it is literally what i said you no longer need to fight you mustve heard the dokkaebis explanation this dark castle scenario has no time limit or failure conditions if youre smart you should already understand what this means
7240,false,back when i was still shin yoosung you promised me this captain you said wed go on a trip together after the scenario comes to an end
7241,true,giant story BLANK covets your weakened body
7242,true,main scenario 0  BLANK is temporarily opened
7243,true,the bureau has built a wall of probability to prevent the destruction of this scenario
7244,false,so like back then i managed to rescue the dying BLANK you see so when you get right down to it i actually saved the BLANK so it was fun right it wasnt in any case we came to a mutual understanding right below the root of darkness and made a pledge of brotherhood we worked together to liberate the BLANK from the grips of a dastardly demon duke and
7245,true,new people have entered the scenario zone
7246,true,the constellation BLANK wants to tell you about the crisis on earth
7247,true,judge BLANK is nodding his head
7248,false,pick me up why
7249,true,the constellation BLANK bows his head
7250,true,during the course of the scenario the constellation BLANK cant speak
7251,false,i dont know about the other incarnations but it cant be the breaking the sky sword saint
7252,true,the enemy of olympus
7253,true,the constellation BLANK looks at the descendant of an old friend
7254,true,giant story BLANK is raising the strengths of all constellations from the korean peninsula
7255,true,constellations who favour you are looking at you
7256,true,selfregulated activity period has concluded
7257,true,youre not qualified to complete this BLANK
7258,false,a promotion are you crazy
7259,true,incarnation BLANK attribute BLANK is activating
7260,false,hmm well then dear constellationnims that applied to become the sponsors allow me to present you with a special opportunity to appeal to this particular incarnation
7261,true,outer god transformation progress percentage 0
7262,false,this is why the presence of small stories is unavoidable you have lived on a small tree all your life and didnt know it was actually a forest
7263,true,due to your status increase the bookmark skill will be updated
7264,false,interesting then you have a story that can satisfy our appetite
7265,true,your role in the applicable story is BLANK
7266,true,many audience members are intrigued by your argument
7267,false,it looks like you know me
7268,true,the total number of participants in this scenario is four
7269,true,your new body is being constructed
7270,true,becoming a constellation before the 0th scenario is over
7271,true,constellation BLANK is threatening the constellations of this great battlefield
7272,false,is there a sword master in the story
7273,true,the BLANK is waiting for your decision
7274,true,your strength is causing an explosive change
7275,true,constellation BLANK is roaring out as if he doesnt want to lose
7276,false,if we do that the war will end too soon
7277,true,constellations of the absolute good system entrust the judgment to incarnation BLANK
7278,false,a little while ago a young giant visited here i heard a story in exchange for awakening that childs BLANK i wanted something but it was about you
7279,true,you are currently waiting for the next main scenario
7280,true,you have exhausted the quota for todays messages
7281,false,your purpose for visiting
7282,true,the constellation BLANK advises you to be wary of luxury
7283,true,constellation BLANK has started picking his nose
7284,false,what are the benefits of being a witness
7285,true,your incarnation will be transferred to the court of justice in olympus
7286,true,nebula NEBULA is observing your battlefield
7287,true,the BLANK has emitted BLANK
7288,false,it is only this time please keep this in mind demon king of salvation
7289,false,this is your worldline dear and youre also the king of the underworld too please dont forget your dignity
7290,true,the BLANK isnt available for this position
7291,false,i did
7292,false,something is strange
7293,false,incarnation yoo joonghyuk is incarnation kim dokja correct are the two of you making a nebula
7294,true,constellation BLANK says that this is all the aid he can provide
7295,true,the character BLANK shows a small liking towards you
7296,true,calamities of the BLANK are giving up on the positions of calamity
7297,false,how did you know this place when did you get here huh did you finish the BLANK scenario already i barely managed to catch a couple of scenes because i didnt have a lot of spare time im really sorry yyou arent angry because i didnt properly sponsor you right iit wasnt deliberate you know
7298,true,your first BLANK is fully blooming
7299,true,the character BLANK is interested in you
7300,true,the privilege of BLANK has been activated
7301,true,the old stories are responding to your gaze
7302,true,someone is incarnating into the scenario
7303,true,the constellation BLANK isnt satisfied but agrees to make a pledge
7304,true,character BLANK sponsor has revealed its modifier
7305,true,the absolute majority of constellations are singing the praises of BLANK
7306,true,do you want to enter the hidden scenario area
7307,true,number of votes obtained is increasing greatly
7308,true,constellation BLANK is urging you to run away
7309,true,the constellation BLANK yawns as if bored
7310,true,all neutraltype constellations cant hide their astonishment
7311,false,up
7312,false,are you going to parody the first generation story evil blight bracelet
7313,true,constellation BLANK declares that he will use both of his hands this time
7314,true,BLANK is currently activating BLANK
7315,true,the character BLANK has started to open his heart to you
7316,true,you have become the master of the room of secrets for one hour
7317,true,the BLANK is greatly shaken
7318,false,i have come to liberate all the giants from tartarus
7319,true,0th turns BLANK is staring at the BLANK with a helpless expression
7320,true,a number of nebulae want you to inherit their stories
7321,true,you have defeated the BLANK of the industrial complex
7322,true,applicable individual is a BLANK from a worldview you are not familiar with
7323,false,this wasnt what we intended hahaha
7324,true,the star stream has acknowledged this BLANK
7325,false, youll be going now demon king of salvation
7326,true,incarnation BLANK has achieved the feat of BLANK
7327,true,countdown to apocalypse has begun
7328,true,the constellation BLANK is using probability to summon an incarnation body
7329,true,player 0nim says that BLANK
7330,true,you have become the cosponsor of BLANK due to the contract
7331,false,no it is father you really
7332,false,i have a lot to say as a seeker of the end
7333,true,story BLANK is letting its existence known
7334,false,steamers are also part of the story
7335,true,you are controlling the story
7336,false,oh you foolish puppet you cant save anything
7337,true,the constellation BLANK  is BLANK
7338,true,the constellation BLANK is asking to lend him your incarnation body
7339,true,the fourth wall greets the unidentified wall with pleasure
7340,true,hidden scenario  the kim dokja game is in progress
7341,true,the constellation BLANK is nodding lightly
7342,true,story BLANK has begun telling its last story
7343,false,what foolishness
7344,false,im also aware of that
7345,false,wwhat are you talking about
7346,true,exclusive skill BLANK is receiving the blessing of NEBULA
7347,true,remaining time to enter the scenario is 0 days 0 hours 0 minutes and 0 seconds
7348,true,judge BLANK is readying some beer
7349,true,indescribable existences status is eating into your BLANK
7350,true,0 coins exchange ticket
7351,true,a great number of constellations are unleashing their status towards NEBULA
7352,false,ahaha are you joking now yellowy is staring at you
7353,true,you are a main participant in this scenario
7354,false,you are in a place like this demon king of salvation
7355,false,huh ack youre right now isnt the time is it
7356,false,and thats why the king is so interested in him most likely
7357,true,yoo joonghyuk 0th record of the 0rd round
7358,true,new main scenario is available
7359,false,back then it was called a slightly different name the name NEBULA was given only after we saw the end of this world
7360,true,a large number of audience members are cheering on this spectacle of slaughter
7361,true,the constellation BLANK shows its teeth towards you
7362,true,the constellation BLANK is delighted with the reaction from the incarnations
7363,false,ill give it to you hyunsungssi
7364,true,the constellation who likes to change sex is wondering what happened
7365,true,a new aspiring BLANK has entered
7366,true,there are 0 minutes remaining until the start of the BLANK scenario
7367,true,every region within the NEBULA will now be considered the location of the 0th scenario
7368,true,incarnation BLANK has agreed with the judgement
7369,false,well youll know once you personally experience it ill start with the explanation necessary for the scenario before entering the main island that is the stage for the great war of saints and demons you will experience the tutorial area first
7370,true,hidden scenario  BLANK has begun
7371,true,constellation BLANK is
7372,false,completely crazy
7373,false,demonic energy ive never seen you before
7374,true,NEBULA happily accepts your actions
7375,false,everyone attack if were pushed back now well all die for sure
7376,false,if you agree to become the king of the NEBULA then once all these scenarios are over you must remain here to rule this realm do you truly understand what that means
7377,false,and y ou a re
7378,false,go back i summoned you using the power of the father but it is impossible for you to enter
7379,true,the constellation BLANK says everyone should cooperate to kill the enemies
7380,true,worldline has detected the activation of the BLANK
7381,true,chaos points is currently 0
7382,true,the 0th floor
7383,true,the wenny king is doubting the agreement you two have made
7384,true,the narrative of ame no murakumo no tsurugi is expressed
7385,true,a formidable energy has filled your body
7386,false,then why did the giants wake up again
7387,false,oiii great sage what do you think have you found something interesting to watch yet
7388,true,your incarnation is waiting for you to say something
7389,true,a problem has occurred during your reading attempt
7390,false,correct im not you
7391,true,the constellation BLANK claims that the real kim dokja surely knows the true middleschool secondyear syndrome
7392,false,iin that case send us to the final scenario too
7393,false,ah for your information it starts from the 0th grade in four hours the 0th grade species will emerge and then four hours after that it will be 0th grade then four hours later huhu well dont you know
7394,false,i saw your story well the gourmet association is making a huge fuss
7395,true,the BLANK is reestablishing the boundary between good and evil
7396,false,because now is the right time
7397,true,the target cannot be sealed
7398,true,the demon king BLANK is feeling more favourable towards you
7399,false,ive been observing that story for a very long time
7400,true,loudspeaker general channels x 0 have been acquired
7401,true,bookmarks duration is about to expire
7402,true,the star stream will assign you to the scope of your constellation
7403,true,constellation BLANK says he still cant use the BLANK
7404,false,we ki ll the con stel lat ions
7405,true,incarnation shin yoosung and incarnation lee gilyoung have demonstrated their BLANK
7406,true,you are the BLANK
7407,true,constellation BLANK is surprised silly
7408,false,it doesnt matter if i cant go back
7409,true,the constellation BLANK admires your wickedness
7410,true,some constellations are laughing at you
7411,false,wait stop i said stop
7412,false,i knew it it is a waste of time dokkaebi continue with the story succession
7413,true,the BLANK has been incorporated into the BLANK
7414,true,worldview is flustered by your selection
7415,false,stop i said stop that right now the BLANK persistently chased after us stories dripping from all over his body thick murderous aura was filling up his eyes you must not touch the wall youll regret it there is nothing beyond this wall not even what you wished for not even what you wanted to see
7416,false,im sure youre curious as to why i brought you here
7417,true,currently the connection to your constellation sponsor is very faint
7418,true,NEBULAs final scenario has been concluded
7419,false,your powers have grown too strong i alone cant handle him
7420,true,you have arrived in the 0th personal scenario area
7421,true,you have resolved all of your employees complaints
7422,true,you and your nebula have entered the final scenarios location
7423,true,the constellation BLANK is greatly confused
7424,false,wwait a minute such a random declaration of support
7425,true,chaos residing somewhere deep inside you have begun wiggling
7426,true,you have concluded the BLANK in an abnormal manner
7427,true,stories possessed by your nebula are beginning to resist against the BLANK
7428,false,you survived it anyway you should be thankful about successfully passing the trial
7429,true,the fourth wall is protecting you by bulking up
7430,false,it will be different from before
7431,true,the stage transformations degree of reproduction is rapidly rising up
7432,true,the fourth wall has completely neutralized the effect of 0 worries
7433,true,story BLANK is curling up
7434,true,incarnation han sooyoung and incarnation jung heewon have demonstrated their BLANK
7435,true,absolute majority of constellations are greatly shocked by your status
7436,true,character BLANK attribute is evolving
7437,true,warning an error has occurred in the coordinate recognition device
7438,true,the constellation BLANK is looking at the children with sad eyes
7439,false,persephone
7440,true,the rules of the star stream binds all constellations of the gourmet association
7441,true,the BLANK is very close
7442,true,exclusive skill BLANK 0rd stage is activating
7443,false,so ending things here would leave behind a bit of a sour taste wouldnt you say
7444,true,BLANK is recommencing
7445,true,your stories are reacting towards the applicable individual
7446,true,there is no BLANK in your story
7447,false,final dragon of the book of revelation was the scenario that replaced the BLANK if they manage to bring down the BLANK here then they would acquire potentially the best BLANK there was
7448,true,nebula NEBULA has declared internebula warfare against nebula NEBULA
7449,true,some constellations resent the atrocities of the nebula
7450,false,are you telling me to join forces with papyrus
7451,true,transfer to the main island has begun
7452,true,constellation BLANK is watching your story
7453,false,did you really think id be impressed by that plan how did you even cook up such a hairbrained scheme seriously
7454,true,the constellation BLANK is confused
7455,true,the constellation BLANK is interested in incarnation BLANK
7456,false,i believe that this item will look better on someone else now
7457,false,now attack its head
7458,false,baaaaaaht
7459,true,the citizens of the gilobat industrial complex have joined your revolution
7460,true,the constellation BLANK criticizes the patriotism of the incarnation BLANK
7461,false,kiiii
7462,true,remaining time 0 minutes
7463,true,you are participating in the planetary system 0 scenarios
7464,true,the story BLANK has accumulated
7465,true,the nebula eden is asking you to pay the BLANK
7466,true,the exclusive skill BLANK is cancelled
7467,false,in the days when the island opened there were no concepts like sword master 0th circle magician or even magic circles this is an old island
7468,true,the constellation BLANK admires the power of goryeos first sword
7469,true,you have acquired a syllable from the modifier of constellation BLANK
7470,true,the constellation BLANK is encouraging BLANK
7471,false,i admit that the child is a good one among the new stars however it is a normal level in the star stream he doesnt yet have a mythgrade story
7472,true,story BLANK is resisting
7473,true,if you dont stop combat immediately the collapse of your body will resume
7474,true,your incarnation bodys condition is currently unstable
7475,true,the constellation BLANK is supporting his incarnation
7476,true,BLANK is activating even more strongly
7477,true,constellation BLANK says that it cant be helped if his true power is to be unleashed
7478,true,your story is disappearing
7479,true,the character BLANK has offset the impact of the attack with BLANK
7480,true,shares for BLANK has been generated for the new BLANK
7481,false,dokjayah kim dokja
7482,true,you have earned the right to use the skill omniscient readers viewpoint as a reward for clearing the hidden scenario
7483,true,if this storys direction is changed then a large amount of additional points will be acquired
7484,false,iim really sorry is this your first visit to the store hey call the manager and staff members if there is any inconvenience in your shopping
7485,true,your unique story will be played
7486,false,does that mean you shall officially accept the position of the successor
7487,true,many constellations are condemning BLANK
7488,true,error has occurred in the BLANK due to incorrect usage
7489,true,constellation who likes to change genders argues that that might not be the case
7490,true,one fairly usable pair of boots egrade have been acquired
7491,true,the constellation BLANK says that uriel doesnt yet have authorization to speak in the channel
7492,true,the second night has arrived
7493,false,you already belong to a force
7494,true,the special skill BLANK is activated
7495,true,the constellation who doesnt yet have a name is nodding
7496,false,0 quietly studied the indecisive me before shooting me a criticising glare he then pulled some things out from a drawer attached to the table to throw them at me i heard that you like to read maybe reading that might help you that book is written for the purpose of understanding the fear of the unknown by foolish humans like you
7497,true,the first game has been decided
7498,true,demon kings participating in the regional conflict are shocked by the archangels power
7499,false,0 the regression turn that i really liked
7500,true,the story BLANK has affected the incarnation BLANK
7501,true,BLANK is violently resisting
7502,false,to think that michael possessed the authority of BLANK you knew that from the beginning didnt you
7503,false,baat baat abaat
7504,false,ah aaaaaah
7505,true,the possibility of a sudden end exists
7506,false,for now it is best to strengthen the incarnation body to the limit to alleviate the disease it is recommended to obtain items to do this it shouldnt be things like the great return pill made by the humans of murim instead it should be star relic fruits or star fluids that contain the miracle of a giant story
7507,true,currently this individuals story is unstable
7508,true,judge BLANK has revealed his displeasure
7509,true,the character BLANK has grown
7510,true,this story chambers plot will follow the one set out by the scenario master
7511,false,where are you
7512,true,constellation who likes to change genders argues that NEBULA will suffer losses in this battlefield unrelated to the worth of his own name
7513,false,i am the breaking the sky sword saint
7514,true,giant story BLANK is complying with the bureaus will
7515,false,isnt he better than what we watched
7516,true,the constellation BLANK is greatly pleased
7517,false,what does that even mean
7518,false,the giants cant stop humanity and gods from joining together the winner of this war is already fixed
7519,true,all the constellations of the korean peninsula are
7520,true,constellation BLANK is agreeing with the judgement
7521,true,all of your stories are reacting to your will
7522,false,we will fight in gigantomachia
7523,true,the story BLANK has been distorted
7524,true,constellation BLANK is asking you if the rumour is true
7525,true,constellation BLANK is nodding his head
7526,true,constellation BLANK has reached his
7527,false,tsk tsk they dont know what good stories are
7528,true,list of candidates for BLANK second modifier have been generated
7529,true,the owner of the industrial complex is currently absent
7530,false,if only indra was here i never thought that id miss that village idiot
7531,true,nebula NEBULA is condemning NEBULAs intervention
7532,false,whoa dont break the excitement then excitement thank you please continue to love bacchus and goddess do in the future
7533,true,the character BLANK wants to practice justice of his own will
7534,false,do not be overly worried however hes no ordinary constellation after all without a doubt hes still alive
7535,true,the excessive main scenario skip is delaying the compensation
7536,false,and then the BLANK looked at me with gloomfilled eyes and said my dear friend become my warrior that will fight for my sake
7537,true,applicable experience centres difficulty is rated hardest
7538,true,the interpretation of old stories is possible
7539,true,BLANK is glancing at you
7540,true,the formation of the bet has been completed
7541,false,urgh so irritating im not curious about the stories of another worldline trying to follow the stories of my kids alone is plenty hard enough already
