type,line
true,your actions are restricted by the bureaus probability
true,penalty will
true,you have currently resolved 0 complaint
true,the BLANK says you what are you
true,giant story BLANK is looking at you with greedy eyes
false,its been fun oh the great noble star
false,this is the decision of the bureau
true,the star stream is looking for a modifier for your constellation
false,yes heewon
false,just because of that small that
true,demon king BLANK has attained the scenario clear condition
false,this time it isnt bad to start early
true,giant story BLANK is greedily gorging on the coins story
true,the constellation BLANK is wondering about your heart
false,kim dokja my NEBULA has no place in the conclusion youre heading to right
false,archangel uriel is your brother raphael well i want you to tell him that i havent forgotten the debt
true,constellations of the korean peninsula have sponsored 0 coins
true,the attribute BLANK of the character yoo joonghyuk has evolved
false,the expedition member iris vladimirovna rebezova has survived an evil spirit once
false,it must be a giant
false,no one died tonight
true,BLANK is agreeing to your request
true,the constellation BLANK is covering his eyes and stepping back
true,the constellation BLANK
true,will of NEBULA accepts the new flow of probability
true,constellation BLANK wishes for a fight that burns brightly
false,tthis is
true,your degree of understanding of the applicable individual is very high
true,the constellation BLANK wants you to donate if you have coins
true,bravery of an empress of swords who conquered the world
true,constellation BLANK is sitting on his throne
true,character BLANK has been moved deeply by you
true,the constellation BLANK is curious about your setting
false,my heart is pounding it is the first time ive felt like this since my father and mother abandoned me
true,some constellations are dissatisfied with the intervention of queen of the darkest spring
true,a new story related to you is scheduled
false,dont you know how much ive been holding back in the meantime it has been from the time you messed with my fate
true,constellation BLANK flinches in surprise and has closed his mouth
true,the constellation BLANK wants you to smash that damn scrap heap
true,a candidate will test the cooking skills of a demon king
false,hmm i guess its true last time you also wanted
true,the constellation BLANK admires olympus stubbornness
true,NEBULA is observing the entrance of the new BLANK
true,the constellation BLANK says he doesnt know much
false,do you really believe that your BLANK is worth that much
true,exclusive skill BLANK is activating beyond the limit
true,the constellation BLANK is wondering about your giant story
true,constellation BLANK is surveying the scenarios battlefield
false,rubbish the universe is infinite just like how the end of the BLANK doesnt exist
false,didnt i tell you the difficulty of this scenario is on a completely different dimension
true,number of attempts to clear it is currently 0
false,it isnt just the scribe i cant contact anyone from eden
false,bacchus it seems that he has already approached
false, sometimes you might have to risk your life it is all up to you
false,theyre always like this
true,using masterful conversational techniques the constellation who likes to change genders is arguing that this fight will not be good for either side
false,the apocalypse dragon isnt some simple calamity that a single constellation or nebula can stop
true,the effect of the BLANK is activated
true,the influence of the same nebula can be felt strongly
true,automatic guide will now end
true,many constellations are astonished
false,jophiels matter isnt your fault
true,you are currently the best narrator of the story
false,didnt you detain her otherwise she would be here
false,is that so how unexpected a small oriental country
true,the constellation BLANK sighs and looks at you
true,the constellation BLANK is telling you to trust your teacher
false,i didnt know you would take advantage of my proposal in this way
false,negotiate how will you negotiate with it
true,the constellation BLANK declares neutrality
true,constellation BLANK has given up on the applicable scenario
true,the selected person is evolving into a demon king
true,constellation BLANK is roaring out in pure rage
true,the constellation BLANK is looking closely at your face
false,hiiieeek
false,history doesnt change
true,you have been identified as the scapegoat of the night
false,ah right i came because of it
false,i dont know what rubbish youre trying to spew here but
true,you have acquired two ellain forest essence
false,that was when we first began thinking about this  that we wanted to become your parents
true,the character BLANK is suspicious of you
false,look constellations this is what you want
true,the constellation BLANK is furious that a mere incarnation has destroyed him
true,giant story BLANK is activating its authority to control every citizen in the archipelago
true,a small number of audience members are lodging a protest complaining that sanzangs are too powerful
false,they are failures from a different worldline do not mind it and push harder killing them now will end this
true,the BLANK is looking at BLANK with a desire to eat
true,the constellation BLANK is grieving
true,constellation BLANK is watching you
true,story fragment BLANK is stirring
false,remember the sword
true,many nebulae in the star stream are now watching you many of them are hostile towards you
true,the five keys have been inserted in the sealing sphere
false,congratulations bihyung directornim
false,indeed you were originally such a person
true,the demon king BLANK is rooting for you
true,incarnation BLANK has joined the battlefield
false,since when did the bureau interfere with the development of the main scenario it is also a scenario where a giant story is involved baram dont you know what will happen if you do this
false,this story doesnt have a rating
true,some constellations of the gourmet association have become hostile to you
false,pardon me
true,the dark castle rankers are watching for you
true,judge BLANK is paying attention to your words
false,such roads are usually cut off in obscure places the people who chose to walk along the path believe it is the end
true,the constellation BLANK is nodding at you ploy
true,only the members that can will participate in the voting
false,constellationnims please its this way
true,BLANK has paid you 0 coins
false,since this worldlines story has ended i should go to another place dont you agree ive been working hard all this time so well theres this place i really wanted to visit since from a while ago and
true,the constellation BLANK is astonished
false,honestly speaking i felt puzzled when i first heard what my  would be i believed that no such  would ever come knocking at my door
true,ancient serpents sacred blood
true,channel b0 has opened
false,a person who hasnt climbed to the throne of a constellation wants to create a nebula
false,they will claim it was their own itll probably be quite painful
true,extremely small number of constellations are satisfied by the sight of the applicable subway car
true,demon king of sal vation
true,nebula NEBULABLANKtheme has been publicly unveiled
true,the 0rd demon realm has chosen its master
false,judges dont do unnecessary things and goryeos first sword you shouldnt be too rude
true,in this world line the moira three sisters received a peculiar prophecy
true,absolute good points in the applicable camp is currently 0
true,nebula NEBULAs constellations have confirmed the identities of the intruders
false,you do know who i am right im none other than the BLANK you know
false,elder in eden you are fully prepared and bid your time before the battle
false,i am biyoo the dokkaebi king of this worldline
true,story BLANK has stopped its storytelling
true,BLANK is viciously growling
true,giant story BLANK requires a story for the sake of gaecheon
true,giant story BLANK is crying out
false,i cheok jungyeong will cut you
true,someone has cleared the tenth main scenario
false,mithra was trying to get his own holiday off so i was wondering what type of person you were
false,whoa  the flashy lights are my own thing
true,0 stared at that BLANK and recalled his own ancient memories
true,there are three hours left in the scenario
true,the demon king BLANK has put a terrible curse on the person who dealt the final blow
false,why dont you put that thing away i have no thoughts of fighting you the wenny king playfully waved his hands about and continued on what i wish to see is only one thing the unknown BLANK found beyond this final wall that youve been searching for thats all and also
true,great dokkaebi BLANK has incarnated to the scenario
true,nebula NEBULA has opened a portal that will summon you
false,you are pretty good human i have seen countless transcendents but none as strong as you
true,incarnation BLANK has acquired his firstever story
false,this thing this thing
false, oh the BLANK
true,giant story BLANK is waking up from the darkness
false,that is true but how do you know about the black heavenly demon sword
false,yes heewon ah
true,because they earned the qualification of the BLANK thats why and eliminating them naturally would lead to one of the strongest candidates for the BLANK exiting the picture
true,the contents of the BLANK that you and your nebula received will be updated
false,persephone said that BLANK must be the best story huhu
false,maintain your courtesy
true,a massive amount of coins are being taken out from the bureau
false,im just joking
true,the star stream is announcing the status of the constellation who doesnt yet have a name
false,where are you hiding recite that smug revolutionary declaration again
true,the character BLANK has prepared BLANK
true,your incarnation bodys recovery is being delayed
true,the outer world covenant has been completed
true,great dokkaebi BLANK wishes to vote for your story
true,constellation BLANK says that ones preference and credibility should be separate from each other
true,the power of the head is BLANK
true,constellation BLANK is grinning
true,the first story of your BLANK has begun
true,giant story of the 0rd demon realm is germinating
true,the remaining attack time is 0 minutes
true,the constellation BLANK tell you that if you want he can you tell their weakness
true,NEBULA is carefully observing the BLANK
false,oh NEBULA what is going on isnt that a subordinate nebula of yours
false,who ar e y ou gu ys
true,a few constellations are amazed by your judgment
true,constellations in the night sky are making a decision
true,due to the applicable worldviews consideration murderous actions aimed at childrenteenage units are prohibited
false,oh the master of the ancient library
false,become the architect of the brand new world so that you can lead the next generation of NEBULA
true,the constellation BLANK declares that we must withdraw the justice the humans dont know about
true,story one who opposes miracles dreams of miracles
false,constellations like those stories but those who do so are bound to die
false,you arent a BLANK
false,by the way things have become a bit difficult
true,constellation BLANK nods its head
false,the grand prize of this season
true,the star stream is staring at the constellation BLANK
true,constellation BLANK is enjoying plutos madness
true,due to the effects of miniaturization all your equipment will be transformed to fit your size
false,whichonewhichonewhichonewhichonewhichone
false,you see ive already handed my BLANK over to someone else
false,i wonder i cant remember it anymore
true,your nebula has violated far too much probability
true,remaining confinement time 0 hours
false,what is it
true,definition of BLANK and BLANK are rapidly changing
true,the rewards for the star in the room will be revealed
true,constellations of the absolute evil system are shocked by the combat ability of incarnation BLANK
false,oh ooooooh
true,some constellations support the incarnation BLANK
true,the character BLANK has increased his selfesteem
true,chaos points have risen up by 0
true,exclusive skill BLANK has been initiated
true,in the melledon the constellation BLANK has been designated as a helper
true,stories with unknown names are picking up the scent of an ancient dream from you
false,we need a commander to lead the weapons the historicalgrade constellations will go together but they cant deal with the giants alone
false,well i guess you being a fakey monk can be helpful in situations like this one
false,huh why arent you moving didnt you receive the system message
false,he acquired the knowledge of the future through uncommon means and he used that for his own benefit
false,ill deal with you
true,judge BLANK argues that this doesnt even make sense
false,do you want to die
false,so the giants asked me what happened next in the story
true,the most ancient calamity at the deepest part of hell is feeling pleased
true,you have cleared the BLANK
false,what is the current war situation like
true,you have kept the story core safe during the time limit
true,the BLANK is surprised by your story information and
true,constellation BLANK agrees with your words
false,st op
true,the coins you invested have allowed you to cross the stats limit of the scenario
true,giant story BLANK is reacting to your attribute
false,a mere mortal is imitating a star
true,the demon king BLANK is watching the clash between two constellations
true,BLANK influence is getting weaker
false,i am
false,how dare you talk such nonsense
true,target you wish to protect is an existence you dont know
false,i dont know what food you have prepared
false,youngki indeed you are kim dokja
false,trade you want to trade after coming this far
true,demon king BLANK is victorious in the BLANK
false,nope your words have a loophole one as you say the stories are the sum of the events
false,no of course you dont necessarily have to perform the tutorial there are many ways to go straight to the main island therefore dont be too angry
true,the story BLANK has begun
false,ck eden has been destroyed already
false,how dare you just because youre the dependents of the BLANK
false,hang on this this is
false,gi ve me the sto ry co re
true,nebula NEBULA is getting ready for the calamity
false,i agree to your conditions dear bodhisattva unfortunately its not possible for the whole of your nebula to start from your preferred area on the main island
true,0 points have been acquired
true,constellations of NEBULA have figured out your scheme and are freaking out
false,at this rate dokjassi wont be able to come back only you can prevent that
true,the skill level is low and the duration is shortened
false,a giant who breaks the sky dont tell me
true,constellation BLANK finds it unfortunate what happened with incarnation BLANK
true,your understanding of the constellation BLANK has slightly increased
true,the demon king BLANK
true,the constellation BLANK is keeping a close eye on his rivals
false,haha there are three people left to look forward to i wonder who they are just wait the rankings will soon be made public
false,him becoming the BLANK then the BLANK they were all simply part of his plan
false,uriel you mustve gone crazy after quitting demon hunting
false,you noticed quickly
true,the constellation BLANK is looking at the demon king of salvation
true,the game BLANK is loaded
false,the demon king of salvation definitely chose this island
true,incarnation BLANK new story has been created
false,from now on i will be sincere
true,this story is attributed to BLANK
false,im not affiliated with the bureau nor am i a collaborator of dokkaebis
true,the constellation BLANK says she has heard the story
true,judges of the NEBULA have discovered your presence
false,that is contrary to our prior agreement have you not handed over all control of the preparatory scenarios to me
true,BLANK is making its move
true,the constellation BLANK has agreed to the request
true,the second head of the snake has been sacrificed
false,it is a very unexpected situation you are BLANK
true,your words have awoken the ancient story within your opponent
true,the acquisition of a sub scenario has delayed the collapse of your incarnation body
false,more correctly we should say his BLANK
false,dont thank me for that no matter how lousy he was still my incarnation by the way i saw the story you made
false,i think itll be fine for a little while its been two days since you defeated NEBULA did any other nebula request NEBULA for internebula warfare since then
true,the system is ejecting the foreign matter found within
false,this is the BLANK use items to fight him off
false,just where did you acquire the stories of the BLANK not only that such a humongous amount too
false,ill tell you directly i hope you dont join olympus
false,so far what have you been running for for your family and friends to become stronger or to reign over others each one of you have your own answer in my opinion it is all a lie you came here because you BLANK the scenario
true,ether attribute BLANK has activated in tandem
false,fufu weve been doing well although we were a little saddened that our only son paid us a visit so belatedly like this
true,yangcheongus hero celebrating the safe return of judge of destruction jung heewon
true,the constellation BLANK is looking at syswitz with pleased eyes
true,some constellations are applauding your courage
false,you stinking lizard
true,BLANK has regained its original power
true,we have arrived at oro castle
true,the second candidates are incarnation BLANK and incarnationBLANK
true,the constellation BLANK says there is no hopeless scenario
false,however you cant ask me about that because i cant tell you some answers can only be resolved by you actively searching for the right question first
false,dont you realize that the journey to the west will end up in the hands of a weakling nebula if you do this
true,there have been countless destructions before
true,many constellations are excited about the great battle
true,total number of people admitted 0 people
false,ive been generous by receiving you lot yet you
false,uriel you better be careful with your words
true,the constellation BLANK is taken aback
true,a recording engraved with information directly from the brain of the martial artist the ice flower goddess
false,if thats the case well be the winner i am your helper
true,a large number of competitors are keeping a hostile eye on the applicable story chamber
false,ccould it be but that doesnt make sense
false,you wont succeed because even kim dokja wouldnt know what this regression turns final scenario looks like
true,incarnation anna croft has bid0 coins
true,the constellation who doesnt yet have a name is looking at his incarnation
true,your demon realm ranking is adjusted
false,finally youve also made your move oh the one who stands at the end of the cycle sakyamuni stood still and watched this scene for a while before raising his voice as if he was rueful about something in that case i should start making my preparations as well
true,a significant portion of your incarnation body has been damaged
false,ddont get me wrong i forgot to tell you that i came back
true,a fair number of audience members have fallen deeply for zhu bajies magnetism
true,the historicalgrade story BLANK is rebelling against the surrounding oppression
true,first phase has concluded
false,this aura is
true,demon king of salvation
false,in the 0rd turn you managed to protect earth for a pretty long time you got to see lee jihye receive her high school diploma and you even got to see lee seolhwa smile with anothers child in her arms
true,the oldest evil has begun its storytelling
true,the constellation BLANK is leaving to find a hair comb
false,actually he was the first one to discover you
true,monkeykingmonkeykingmonkeyking
true,nebula NEBULABLANKone single story
true,the BLANK says ill help you
true,the number six bookmark is activated
true,currently a large number of constellations are paying attention to the applicable scenario
true,probability of 0nd generation has reinforced your aptitude
true,the exclusive skill BLANK is fixed at the lowest level
false,you like dirty stories
true,a portion of NEBULA constellations argue that they should not forget the distress NEBULA found itself in after trusting that constellations words before
true,constellation BLANK lips are twitching
false,yes ive heard many stories about you
true,your group members didnt kill anyone throughout the scenario
false,to think that wed be in this place because of a single nebula how absurd
true,the star stream is satisfied with your giant story
false,hello
true,applicable subscenario is for voluntary participation
true,your incarnation body is reaching its limit
true,there are currently 0 messages waiting to be sent
false,the next city is it oh my dear bodhisattva could it be
false, ka ka ka ka ka ka ka
true,requests for the probability suitability evaluation have been denied
true,reward calculation for the 0th regional conflict has commenced
true,the constellation BLANK is raising her head with a sullen expression
false,i devoured all of them
true,you have checked your attributes window for the first time
false,this is your reality you must not run away from it you cant seriously be considering undoing this ending you earned by finally bringing down the NEBULA now are you
true,seoul dome will be closed soon you have half a day to escape from seoul dome
true,new 0th regional conflict is waiting to take place
true,your story comprehension has increased
true,the constellation BLANK has entered the temporary channel
true,our guardian tree is a good giant story stage
true,BLANK will begin in thirty seconds
true,BLANK from 0nd turn is looking at you
true,beware of the BLANK effect
false,hey dont tremble the detainment will be released soon its only three years
true,phantom flyer home training 0 months set
false, ohh
true,demon king BLANK cannot understand your actions
true,new story related to the NEBULA is being generated
false,right so you need this thing is that it
false,come into our nebula
false,eh theyve seen enough so lets go to the point
true,some constellations are chanting your name
true,final scenarios constellations are greatly astonished by your plan
true,the name BLANK is being widely spread in the 0rd demon realm
true,the outer world covenant is protecting your existence
true,many of your stories have been damaged
true,the constellation naileating rats hands and feel are curling up from the dukes words and deeds
true,some constellations who value filial piety dislike this situation
true,all indirect messaging within the channel has been restricted
false,im going to eat this child
true,the BLANK clause has been added
false,how did you manage to enter this place
true,a huge fate is hoping for your definite death
true,hidden scenario  BLANK completion is imminent
false,let me make this crystal clear this ark is a lot older than it looks so it can be used only once
true,your understanding of the demon king BLANK has increased by a great deal
false,0 had disappeared for a blink but then he materialised right before the stunned outer gods eyes this was not the breaking the sky swordsmanship
false,you came late so you cant have the good stories
false,everyone has gathered i see
true,BLANK is dragging out your dark emotions to the fore
true,a few constellations are staring at the devil of lust and wrath
true,the exclusive skill miniaturization lv 0 is activated
true,judge BLANK is asking although he isnt sure if they could all be saved
true,you cant attack the target
true,the bureau is preparing sanctions for the BLANK to withdraw
true,you have received 0 coins from the character BLANK
true,constellation BLANK is grumbling while handing over a handkerchief
false,the time moves really slowly doesnt it
false,baat
false,take it out now
false,0 told me that not too long ago
false,i would like to hear what happened in the other world line
true,sub scenario  BLANK offday has ended
false,according to our investigations there are several potential candidates your majesty
true,the constellation BLANK is dripping saliva
true,NEBULA is currently reassessing your status
false,it is relevant now that uriel is being detained other archangels need to do her work
true,the constellation BLANK is opening his status
true,the character BLANK has used 0 worries lv 0
true,some constellations are denouncing your actions
true,theseus
false,however we cant go and aid them if we dont break through that trial
false,stupid constellation
true,portion of necessary energy will be substituted by the coins
true,BLANK is evolving into the BLANK
true,a constellation who hasnt revealed their modifier is revealing their modifier
true,the constellation BLANK says you were lucky this time
false,wwhat ridiculous
false,huhut what do you mean looking down every worldline is precious its just that this worldline has lost its meaning now its most important story had come to an end just now after all
true,the constellation BLANK is looking at the abyss
true,the constellation BLANK is looking at BLANK with sad eyes
true,incarnation BLANK has joined NEBULA
true,this modifier doesnt exist in the star stream
true,worldview is considering the possibility of expanding the genre types
true,demon earl tentacio has spread the name BLANK through dark castle
false,but then again captain youre completely capable of doing something this crazy without batting an eyelid
true,a few constellations are willing to pay for the probability
false,who cares NEBULA is destroyed anyway we should be friends with one another
true,the constellation BLANK wants to show an example to his arrogant descendant
false,a measly little lowerranked demon king dares to you all mustve gone mad as a group
false,foolish humans who dont know that a gods power is so high
false,i am called that
false,foolish things
false,i just knew they would pull through
false,wont han sooyoung get really angry
true,NEBULAs probability is now shifting
true,giant story BLANK is letting out a wild roar
true,screening the story of your stigma
true,tutorial scenario has concluded
true,your stigma is about to blossom
false,your aid the great sages brows shot up higher all thanks to your ohsowonderful aid i got to enjoy untold hardship
true,constellation BLANK is heeding the fathers order
false,if you want a fight then ill give you one however what meaning is there for us to fight inside this place and end the BLANK who do you think will remember the BLANK that fought inside this tiny little sphere and met its ignoble doom
true,some constellations declare there is no one apart from the incarnation BLANK
false,those who have won the items please come down to the stage
false,of course itll be me the great sage
true,the constellation BLANK is desperately praying for the line to be spoken again
true,you have now learned of the secret of the world
false,dokkaebis have been exaggerating more and more lately
true,the members of kim dokjas company responded to the unreasonable scenario composition of gigantomachia
true,sub scenario  BLANK offday has been generated
true,attribute BLANK has been activated
true,the character BLANK has activated profit calculation lv 0
true,the applicable avatar will possess its own free will and act accordingly
false,why are you looking at me like that dont you know olympus this taboo is nothing
true,checking the attributes window
true,giant story BLANK is getting ready to tell its story
true,BLANK connection is incomplete
false,fallen spirits of the korean peninsula give me the power to win
true,constellation BLANK is staring at NEBULA
true,the BLANK update will begin
false,ahahahaha your propensity to quip is still the same i see
false,this BLANK is the enemy youve been searching for hes the very culprit who destroyed your worldline the one who thrust your stories into misery
true,the BLANK says you are not my master dont do anything unnecessary
true,exclusive skill BLANK 0rd stage is currently active
true,the constellation BLANK is smiling at you
true,the constellation BLANK has invoked the immortal hero stigma
false,um what are you talking about it is to get you to join our nebula
false,are you planning to take NEBULA away separately
true,all constellations of the absolute good system are in favour of judgment time
false,the queen is looking for you
true,another defeat
true,the constellation BLANK is forming fists
true,the constellation BLANK wants to fight the giants
true,many constellations are getting interested in the clash between NEBULA and NEBULA
true,the constellation BLANK is sympathetic to your incarnation
false,haha the car you bought from me
true, the BLANK is finally about to start
true,stories with unknown names from BLANK wish to accompany you
true,you have accomplished the BLANK achievement at chungmuro station
true,the first BLANK has been reached
true,channels indirect message restriction has been lifted
true,the constellation BLANK is watching you anxiously
true,the constellation BLANK is shaking his head
true,you cant protect the target
true,the constellation BLANK finds your idea interesting
false,the result of all scenarios is fixed we are just a part of that scenario we have already fought in numerous gigantomachias that you dont know
false,in that case you should know by now who the real protagonist of the journey to the west is
false,only the one who overcomes the story the one who understands the trivial nature of everything can escape from the suppression of the probability
true,setting of ive become the retired sssssgrade sun wukong is activating
false,this is against our agreement
true,as expected you are also a chosen being of the BLANK
true,story BLANK is puzzled by the existence of BLANK
false,thats right it has been a while
true,the fourth wall is greedy for the taste
false,unfortunately you shouldnt have come here
true,transmission is complete
false,this one doesnt recall giving entry permission to a dokkaebi from the bureau
true,this achievement can be viewed after becoming a constellation
true,the constellation BLANK is sorry towards you
true,the constellation BLANK has sent you a gift
false,id like to leave this new products advertisement to your nebula
false,i know
true,item BLANK is activating
true,giant story BLANK has stopped its storytelling
true,constellation BLANK is enraged
true,the constellation BLANK has recommended your scenario to star stream
true,constellation BLANK dry coughs
true,constellation BLANK is warning you of danger
true,your group does not have the qualifications to meet the BLANK
true,the constellation BLANK is telling you not to deceive yourself on your heart
true,a portion of constellations are arguing that this scenario cannot exist
true,giant story BLANK is perceiving your existence
true,omniscient readers viewpoint stage 0 is activated
true,giant story BLANK is revealing its teeth
false,im concerned it is very serious uriel we are just trying to recall the tale of encouraging good while punishing evil good wins and evil is defeated it is right to emphasize this a few times
false,raphael your skills have become rusty
true,constellation BLANK is forming a depressed expression
true,the worldview is paying close attention to your conversation
true,the rise of the vanished islands will now commence
true,influence of the nebula NEBULA is growing larger
false,my colleague is dying because of you guys
true,extremely small number of constellations are expressing their interest in incarnation BLANK
false,most of you have not earned the right of the BLANK however itll be a different story if you side with me i shall take you to the BLANK meaning i shall give you an opportunity to place your modifiers on the BLANK
false,ke ep the re vo lu tio nary a live
true,constellations of the nebula BLANK are making a toast
false,NEBULA we know very well what youre trying to do it was a constellation from NEBULA who roared out with true voice however we still have a score to settle with you
true,you have paid the story BLANK
false,this is a war to stop them from disappearing
false,it is due to the probability this is a good form to save on probability costs you know the great star stream is quite strict
false,all because the scribe issued a timewasting order
true,exclusive skill BLANK is forcibly activating
true,many constellations admire the performance of the incarnation BLANK
false,if you want to know come to the seekers of the end
true,portal leading to BLANK has been generated
false, what if the ending they wanted was to die with you there do you still want to save them
true,some constellations express regret over the collapse of paradise
true,you have cleared all the scenarios of NEBULA
true,a new achievement has been added to your fifth story
true,some constellations are still protesting that this scenario is against the probability
false,there is a message that the queen left
false,no id like it now i dont have much of a relationship with my nebula these days
true,the story BLANK has been forcibly terminated
true,your targetted modifier is BLANK
true,NEBULA is surprised by the unexpected development of this scenario
true,you have been transferred to a new time and space
true,to make NEBULA be responsible for the probability needed for summoning
true,contents of your reward is currently being finalised
false,i dont know if the lightning throne or mother earth appears
true,the information of this scenario is being reconstructed
true,the constellation BLANK says she will abstain from this superficial vote
true,fine if you wish to use the BLANK then
true,a revolt has occurred in the BLANK
true,some of the items on the incarnation body of BLANK will be distributed to the main contributors
true,you have misaligned and broke the worldlines deciding probability
true,exclusive skill BLANK activation criteria is being modified
false,please stop this this is not the righteous path
true,the fourth wall is baring its teeth towards the star stream
false,no matter your identity it wouldve been a burden to borrow the viceroys dimensional gate why didnt you ask us
true,your body has become harder
false,haha understood
true,very few constellations are delighted at the exciting destruction
true,the absolute majority of the constellations are watching your story
true,the participant BLANK has killed the helper general of vanara
false,the status of a demon king from a guy ive never heard of
true,evilleaning constellations have picked up your scent
true,currently shares of BLANK for the applicable scenario is 0
false,they went to speak to the heavenly palace people
true,the bureau of the star stream is responding to the emergency situation
false,in any case be careful the channel management is good so wait a minute what about your dokkaebi
true,dokkaebi bihyung presents  a special sponsorship opportunity
true,incarnation han sooyoungs mind has been tainted by demonic aura
true,the sponsor of incarnation BLANK isnt happy with this situation
true,the constellation BLANK wonders about your stigma
true,constellation BLANK is simply denying the cancellation
false,now you must build your last story to become a constellation
false,if an existing revolutionary dies you will be given the position
true,you have met the progress conditions of the 0th main scenario
true,giant story BLANK is calmly staring at you
false,stupid dokkaebi your mistake was coming here alone
true,the world forgetting about BLANK does not mean i have forgotten mine
false,you never know what will happen before any scenario ends dont give up until the end
false,do you want to do it together how annoying okay i understand
true,please determine the good and evil of the story
true,will you allow the access to the portion of the files
false,founders mother why did you make a deal with the outer god
false,what kuk
true,the sponsor contract has been completed
true,the fourth wall is issuing a warning
true,the olympus BLANK will support your nebula
true,dokkaebi king
true,BLANK is faintly stirring
true,it was said they performed the myth ritual
false,demon king slayer your story will end here
true,all your stats and skill levels have increased slightly
true,the nebula BLANK
true,constellation BLANK is greatly stunned by the entrance of the new BLANK
false,youve been promoted
false,this is the end demon king of salvation even if its you in our BLANK you are
true,the BLANK is looking at you with surprise
true,giant story BLANK is looking at you
false,it sounds like you are aware of the outer gods
true,some constellations are facing each other
false,did i not tell you to kneel
false,the symbolism is according to our most known symbols perhaps he is similar to me
false,i dont know exactly i didnt hear it from BLANK just
true,due to consuming new types of elixirs your incarnation bodys recovery has accelerated
true,constellation BLANK replies that this is the story he wanted to see in the first place
false,then are you done
true,NEBULA is acknowledging your stunning achievement
true,character BLANK is activating BLANK
true,NEBULA is looking at its creator
true,you have acquired the possibility of a brand new story
false,there are a few ways to cross world lines
true,gate leading to 0th regional conflict
false,sakyamuni had a successor
true,all titans of purgatory are looking up at NEBULAs sky
true,the constellation BLANK claims that the real kim dokja is a chuuni
true,the strength of breaking the sky is opened
true,judge BLANK is getting curious about the conclusion of this scenario
true,the constellation BLANK is complaining of back pain
false,do you see it
true,giant story BLANK is smacking its lips in your direction
true,the constellation BLANK likes this advertisement
false,we had quite a few people running around with wild imaginations in the past hadnt we like how we were portrayed as members of a battlemaniac species that grew stronger by overcoming deadly hurdles
true,genre of the applicable scenario is tilting towards BLANK
true,the effect of the lamarcks giraffe attribute has been activated
false,its a miracle that you managed to survive this far with such a slow head
true,entry into the temporary channel has temporarily delayed the collapse of your incarnation body
true,jang hayoung has used the points earned to unseal a specific skill
true,the persons information cant be accessed through character list
false,comecomecomecomecomecome
true,constellations who love cruel stories are excited
false,correct those are words that exalt the storys eternal nature but you should be aware of this  such a notion is false even the greatest story will die sooner or later its just that compared to the length of a storys lifespan a humans life is simply far too short that is all
true,yoo joonghyuk 0rd record of the 0rd round
true,the constellation BLANK is delighting in this spectacle
false,wwait this strength
false,hes about to use his magic subdue him now
false,we didnt make the incarnation do that she brought that misery onto herself ares laughed
false,0 didnt reply and simply built up his momentum
true,it is only human history no evaluation is needed
true,the constellation BLANK has invited you to the constellation banquet
true,the vestige of another worldline permeating within your story has begun dissipating
true,the constellation BLANK is giggling at you
false,meihouwang handsome monkey king you truly are an impatient one if you took your time perusing then youd have found one or two interesting stories by now
true,your current body is in a very dangerous condition
true,the constellation BLANK is grinning and revealing white teeth
false,then go well
true,completion of the incarnation BLANK  is imminent
false,indras wounds were too severe and he couldnt come
true,you have forcefully entered the BLANK
false,guar di an
false,i was going to wait and see this season
true,the constellation BLANK wants your destruction
false,this is war oh dear angel
false,firstly this is the candidate no0
false,there was someone helping her who are you
true,once the time limit has been reached all incarnations who didnt obey the rules will be killed instantly
false,that is a funny thing for a demon king to say
true,incarnation BLANK is rejecting the offers of constellations
true,the character BLANK has a slight decrease in favourability
true,your reading speed has increased due to the attribute effect
true,the fourth wall is nodding
true,the effect of the stigma is fixed to the minimum
false,huhu is that right this friend has good taste
true,the constellation BLANK has given a great probability to his incarnation
false, actually there was another person beside you who made a covenant
true,the constellation BLANK says that she wont take your life if you dont rebel
false,im so thankful that i might cry now
true,the constellation BLANK starts to question the nearby constellations about the demon king of salvation
false,oh demon king let us get straight to the point give up on this BLANK
true,the incarnation BLANK has joined incarnation yoo joonghyuks team
false,siding im not siding with anyone asmodeus grinned while licking the blood on his hands it just seems fun
true,the dark castle rankers will remember the name BLANK
true,many constellations are complaining about the tyranny of some nebulae
true,the unidentified wall asks do you want to be friends with him
true,many audience members are arrested by tang sanzangs adorableness
true,0th regional conflict is commencing
true,constellation BLANK has agreed with the judgement
false,i dont want to
false,keeeeok
true,constellation BLANK is sympathising with incarnation BLANK
false,its okay
true,the constellation BLANK will wait for your answer
false,lets go
true,the story BLANK has become known
false,i did call father and the fish uncle but
true,the constellation BLANKs is touched to tears
true,you have satisfied the scenario clear condition
true,the fourth wall remained silent as if to ponder what i was asking here before making its reply
true,youre currently in the area outside the scenarios control you are now connected to the official channel via a proxy channel
true,a large number of constellations and demon kings are watching kim dokjas company
true,BLANK has resumed
true,the constellation BLANK is wondering what your weapon is
true,the worldview finds your words interesting
true,the acquisition of a story beyond the existing stories means your status will be reevaluated
true,all regional conflicts have come to an end
false,it isnt to my taste
true,the exclusive skill BLANK has reached its limit
false,im not a giant i am olympus hero achilles
true,constellation BLANK asks if youre hurting
false,i want olympus ruined
true,the constellation BLANK smiles slyly
false,kingiscomingkingiscomingkingiscomingkingiscoming
false,please stop at this rate olympus will
